site_catid,site_name,street_addr,city_name,zipcode,stateid,cntyid,siteid,horiz_datum,lat,long,horiz_method_code,horiz_accuracy,horiz_scale,elev_measure,elev_method_code,elev_datum,elev_accuracy,timezone,uarid,aqcrid,landuse,setting,census_tract,block,established,terminated
27-137-7571,,303S. 37TH AVE W.  LUIGINOS PARKING LOT,Duluth,,27,137,7571,WGS84,46.750412,-92.139603,15,500,24000,602,14,MEAN SEA-LEVEL,500,CENTRAL,2240,129,INDUSTRIAL,URBAN AND CENTER CITY,,,2001-01-01,
27-137-7650,,(none),Babbitt,55706,27,137,7650,WGS84,47.6388211653846,-91.8844990709434,103,0.9,,492,8,MEAN SEA-LEVEL,0.9,CENTRAL,,129,FOREST,RURAL,14100,1092,2013-01-01,
27-137-9000,,Voyageurs NP #2,,59,27,137,9000,WGS84,48.4125975720652,-92.8288145944819,18,5,10000,429,1,NAVD88,5,CENTRAL,,129,FOREST,RURAL,1550,1011,1999-11-17,
27-139-0505,B.F. Pearson School,917 DAKOTA ST.,Shakopee,55379,27,139,505,WGS84,44.7914370009432,-93.512534,12,1.52,0,0,8,MEAN SEA-LEVEL,5,CENTRAL,5120,131,RESIDENTIAL,URBAN AND CENTER CITY,80400,2012,2000-01-01,
27-141-0010,,NSP SHERCO MONITORING SITE #9,,,27,141,10,WGS84,45.441354678,-93.993037362,27,0,0,301,,UNKNOWN,0,CENTRAL,0,127,AGRICULTURAL,RURAL,,,1984-01-01,
27-141-0011,,"1 1/4 MILES W. OF BECKER, SAND PLAIN",,,27,141,11,WGS84,45.394409594,-93.897754437,27,0,0,299,,UNKNOWN,0,CENTRAL,0,127,INDUSTRIAL,RURAL,,,1987-01-01,
27-141-0012,,1/4 MILE W OF HWY 10 AT SAND PLAIN AG ST,,,27,141,12,WGS84,45.394409589,-93.885253887,27,0,0,299,,UNKNOWN,0,CENTRAL,0,127,MOBILE,URBAN AND CENTER CITY,,,1987-01-01,
27-141-0013,,1 MILE SOUTH OF SHERCO ON PT PROPERTY,,,27,141,13,WGS84,45.369409449,-93.898310125,27,0,0,299,,UNKNOWN,0,CENTRAL,0,127,INDUSTRIAL,RURAL,,,1987-01-01,
27-141-3050,ELK RIVER CITY HALL,"13065 ORONO PARKWAY, ELK RIVER, MN 55330",Elk River,,27,141,3050,WGS84,45.303297824,-93.599683664,15,34.96,0,0,,UNKNOWN,0,CENTRAL,0,127,RESIDENTIAL,SUBURBAN,,,1997-09-24,
27-145-0009,,ST JOHNS UNIV SEMINARY COLLEGEVILLE,,,27,145,9,WGS84,45.570797555,-94.393886272,27,0,0,378,,UNKNOWN,0,CENTRAL,0,127,UNKNOWN,UNKNOWN,,,1981-04-28,
27-145-0028,,810 ST. GERMAIN STREET,St. Cloud,,27,145,28,WGS84,45.559965262,-94.161100211,27,0,0,0,,UNKNOWN,0,CENTRAL,0,127,COMMERCIAL,URBAN AND CENTER CITY,,,1987-01-01,
27-145-3048,St. Cloud City Hall,400 Second St. S.,St. Cloud,56301,27,145,3048,WGS84,45.561234000943,-94.155267,27,0,0,316,8,MEAN SEA-LEVEL,5,CENTRAL,6980,127,COMMERCIAL,URBAN AND CENTER CITY,100,1000,1992-09-20,
27-145-3052,Talahi School,1321 University Dr.,St. Cloud,,27,145,3052,WGS84,45.549839,-94.13345,12,1.52,0,0,,UNKNOWN,0,CENTRAL,6980,127,RESIDENTIAL,SUBURBAN,,,1998-10-02,
27-145-3053,Foundry Circle,5200 Foundry Circle,St. Cloud,56303,27,145,3053,WGS84,45.564637,-94.226345,103,5,,314,8,MEAN SEA-LEVEL,30,CENTRAL,6980,127,INDUSTRIAL,SUBURBAN,70,1020,2010-01-01,
27-151-4500,SCHLEUTER FARM_(HOLLOWAY),"ROUTE1, BOX3  HOLLOWAY, MN 56249",,,27,151,4500,WGS84,45.247739155,-95.917822056,12,1.52,0,0,,UNKNOWN,0,CENTRAL,0,133,AGRICULTURAL,RURAL,,,1998-10-02,
27-163-0008,,639 2ND STREET,St. Paul Park,,27,163,8,WGS84,44.847744448,-93.002713848,27,0,0,230,,UNKNOWN,0,CENTRAL,,131,INDUSTRIAL,SUBURBAN,,,1977-01-01,2005-05-11
27-163-0009,Saint Paul Park Refinery 435,7TH AVE. & 5TH STREET,St. Paul Park,55071,27,163,9,WGS84,44.8462100009432,-92.99558,27,0,0,251,,UNKNOWN,0,CENTRAL,5120,131,INDUSTRIAL,SUBURBAN,7130,1024,1982-01-01,
27-163-0301,SITE NAME WEST LAKELAND  1999/2000 STATEWIDE AIR TOXIC SITE  0301,2946 OAKGREEN AVENUE,Stillwater,,27,163,301,WGS84,44.991633913,-92.822429149,12,1.52,0,0,,UNKNOWN,0,CENTRAL,5120,131,RESIDENTIAL,RURAL,,,1999-10-01,
27-163-0436,Saint Paul Park Refinery 436,649 FIFTH STREET,St. Paul Park,55071,27,163,436,WGS84,44.8473700009432,-92.9954,27,0,0,245,8,UNKNOWN,0,CENTRAL,5120,131,INDUSTRIAL,SUBURBAN,7130,1024,1989-02-27,
27-163-0438,Saint Paul Park Refinery 438,4th Ave & 2nd St,Newport,55055,27,163,438,WGS84,44.8571100009432,-93.00352,15,1.52,0,230,,UNKNOWN,0,CENTRAL,5120,131,INDUSTRIAL,SUBURBAN,7100,2020,1995-06-14,
27-163-0445,Anderson School,309 N. FOURTH ST.,Bayport,55003,27,163,445,WGS84,45.0187600009432,-92.78027,12,1.52,0,230,1,MEAN SEA-LEVEL,1,CENTRAL,,131,RESIDENTIAL,SUBURBAN,7070,1024,2007-01-01,2008-07-01
27-163-0446,Point Road,22 POINT RD,Bayport,55003,27,163,446,WGS84,45.0279800009432,-92.77415,12,1.52,0,230,1,MEAN SEA-LEVEL,1,CENTRAL,5120,131,INDUSTRIAL,SUBURBAN,7070,1000,2007-05-17,
27-163-0447,Andersen Windows North,100 4th Ave N,Bayport,55003,27,163,447,WGS84,45.02862,-92.78336,103,7.5,,213.4,7,MEAN SEA-LEVEL,1,CENTRAL,,131,INDUSTRIAL,SUBURBAN,70704,1004,2012-01-01,
27-163-0448,Andersen Windows South,110 4th Ave N,Bayport,55003,27,163,448,WGS84,45.02124,-92.77525,103,7.5,,210.9,7,MEAN SEA-LEVEL,1,CENTRAL,,131,INDUSTRIAL,SUBURBAN,70704,2000,2012-01-01,
27-163-6015,Washington County,11660 Myeron Rd. N.,,55082,27,163,6015,WGS84,45.1172800009432,-92.85532,15,18.72,0,319,,UNKNOWN,0,CENTRAL,5120,131,AGRICULTURAL,RURAL,7040,2002,1997-09-03,
27-163-6016,St. Croix Watershed Research Station,St. Croix Trail N,,55047,27,163,6016,WGS84,45.168004,-92.765136,104,10,,234,8,MEAN SEA-LEVEL,30,CENTRAL,,131,AGRICULTURAL,RURAL,70206,3001,2012-05-01,
27-169-5220,Winona,207 Winona Street,Winona,55987,27,169,5220,WGS84,44.052838,-91.642692,103,1,,203,8,MEAN SEA-LEVEL,1,CENTRAL,,128,RESIDENTIAL,URBAN AND CENTER CITY,970500,2010,2014-01-01,
27-169-9000,Great River Bluffs,Great River Bluffs,,55987,27,169,9000,WGS84,43.9372988088585,-91.405348477261,18,5,10000,370,1,NAVD88,5,CENTRAL,,128,FOREST,RURAL,97080,1030,2002-01-01,
27-169-9902,,Unavailable,,,27,169,9902,WGS84,44.049963038,-91.633478423,5,2e3,24000,198.17,,UNKNOWN,1e5,CENTRAL,0,128,AGRICULTURAL,RURAL,,,2003-11-01,
27-171-3201,St. Michael Elementary School,101 Central Ave. W.,St. Michael,55376,27,171,3201,WGS84,45.2091600009432,-93.66921,12,1.52,0,288,3,MEAN SEA-LEVEL,5,CENTRAL,,127,RESIDENTIAL,SUBURBAN,10080,1050,1999-10-01,
27-173-4003,MPCA SITE 4003 1997/1998 AIR TOXICS SITE,108 BALDWIN AVE GRANITE FALLS MN 56241,Granite Falls,,27,173,4003,WGS84,44.809957479,-95.535853072,18,121.45,0,0,,UNKNOWN,0,CENTRAL,0,133,RESIDENTIAL,SUBURBAN,,,1997-09-24,
38-005-7001,SPIRIT LAKE,"400 MAIN STREET, FORT TOTTEN, ND  58335",,,38,5,7001,WGS84,47.97866652,-99.007168126,16,100,100,457,5,UNKNOWN,100,CENTRAL,0,172,RESIDENTIAL,RURAL,,,2004-01-22,
38-005-7002,,1000 HIGH MEADOWS,Fort Totten,,38,5,7002,WGS84,47.9861,-99.0168,28,99.11,16,10,7,MEAN SEA-LEVEL,10,CENTRAL,0,172,AGRICULTURAL,RURAL,,,2003-08-21,
38-007-0002,PAINTED CANYON,13881 I94 EAST,,58627,38,7,2,WGS84,46.8943000009411,-103.37853,27,0.01,0,832,3,NAVD88,0.01,MOUNTAIN,,172,AGRICULTURAL,RURAL,96310,1037,1985-10-17,
38-013-0002,SHORT CREEK,9486 SHORT CREEK DAM ROAD,,58727,38,13,2,WGS84,48.9904000009339,-102.7815,14,0.03,0,580,3,NAVD88,0.03,CENTRAL,,172,AGRICULTURAL,RURAL,95320,1011,1998-09-08,2005-12-31
38-013-0003,LIGNITE,300 KING STREET,Lignite,58752,38,13,3,WGS84,48.8765530009344,-102.56842,14,0.03,0,605,3,NAVD88,0.03,CENTRAL,,172,AGRICULTURAL,RURAL,95320,1227,1999-09-03,
38-013-0004,LOSTWOOD NWR,"8315 HIGHWAY 8, KENMARE",,58773,38,13,4,WGS84,48.6419300009354,-102.4018,14,0.01,24000,696,3,NAVD88,0.01,CENTRAL,,172,AGRICULTURAL,RURAL,95310,2176,1999-01-01,
38-015-0003,BISMARCK RESIDENTIAL,1810 N 16TH STREET,Bismarck,58501,38,15,3,WGS84,46.8254250009412,-100.76821,14,0.03,0,580,3,NAVD88,0.03,CENTRAL,1010,172,RESIDENTIAL,SUBURBAN,1030,1002,1995-05-01,
38-017-1004,FARGO NW,4266 40TH AVE NORTH,,58102,38,17,1004,WGS84,46.933754000941,-96.85535,14,0.03,0,275,3,NAVD88,0.03,CENTRAL,,130,AGRICULTURAL,SUBURBAN,30,3029,1998-05-13,
38-025-0003,DUNN CENTER,9610 SEVENTH STREET SW,,58626,38,25,3,WGS84,47.31320000094,-102.5273,12,0.03,0,683,3,NAVD88,0.03,MOUNTAIN,,172,AGRICULTURAL,RURAL,96210,3070,1975-07-01,
38-035-0004,LOCATED NEAR CENTER OF VACANT LOTS,GRAND FORKS - NORTH,Grand Forks,58203,38,35,4,WGS84,47.9185957529075,-97.0823141409473,18,0.3,25000,262,,UNKNOWN,0,CENTRAL,2985,172,INDUSTRIAL,RURAL,1080,2001,1996-07-08,
38-053-0002,TRNP-NU,"229 SERVICE RD., WATFORD CITY",,58854,38,53,2,WGS84,47.5812,-103.2995,12,0.03,0,624,3,NAVD88,0,MOUNTAIN,,172,AGRICULTURAL,RURAL,96230,3107,1978-12-01,
38-053-0104,LOCATED ON FOREST SERVICE LAND NE CORNER OF T147N R104W SEC 7,BEARPAW - MGP #3,,,38,53,104,WGS84,47.575294695,-103.969372738,12,0.03,0,633,,UNKNOWN,0,MOUNTAIN,0,172,AGRICULTURAL,RURAL,,,1978-10-29,
38-053-0108,DRAGSWOLF,DRAGSWOLF,,,38,53,108,WGS84,47.990294905,-102.588793601,27,0,0,640,,UNKNOWN,0,MOUNTAIN,0,172,AGRICULTURAL,UNKNOWN,,,1986-01-01,
38-053-0111,NORTH-NORTHWEST OF PLANT,BEARPAW MGP #5,,,38,53,111,WGS84,47.605572768,-104.017707637,12,0.03,0,608,,UNKNOWN,0,CENTRAL,0,172,INDUSTRIAL,RURAL,,,1998-01-01,
38-055-0113,,WHITE SHIELD,,,38,55,113,WGS84,47.60667247,-102.036836814,27,0,0,555,,UNKNOWN,0,CENTRAL,0,172,AGRICULTURAL,RURAL,,,1990-07-01,
38-057-0004,BEULAH NORTH,6024 HIGHWAY 200,,58523,38,57,4,WGS84,47.2986110009401,-101.766944,14,0.03,0,630,3,NAVD88,0.03,MOUNTAIN,,172,AGRICULTURAL,RURAL,96170,1000,1998-12-13,
38-057-0102,609 60TH AVE. SW,DGC #12,,,38,57,102,WGS84,47.325005577,-101.766279698,12,0,0,599,,UNKNOWN,0,MOUNTAIN,0,172,INDUSTRIAL,RURAL,,,1980-01-01,
38-057-0118,6105 THIRD STREET SW,DGC #14,,,38,57,118,WGS84,47.371671688,-101.781280323,12,0,0,608,,UNKNOWN,0,MOUNTAIN,0,172,INDUSTRIAL,RURAL,,,1989-01-01,
38-057-0123,6197 SECOND STREET SW,DGC #16,,,38,57,123,WGS84,47.385730148,-101.863365306,12,0.03,0,633,,UNKNOWN,0,CENTRAL,0,172,INDUSTRIAL,RURAL,,,1995-10-11,
38-057-0124,6493 FIRST STREET SW,DGC #17,,,38,57,124,WGS84,47.400624464,-101.929099087,12,0.03,0,718,,UNKNOWN,0,CENTRAL,0,172,INDUSTRIAL,RURAL,,,1995-10-12,
38-057-1113,,Highway 1806,,58541,38,57,1113,WGS84,47.4949000009395,-102.078,103,5,,658,7,MEAN SEA-LEVEL,5,MOUNTAIN,,172,AGRICULTURAL,RURAL,94030,3008,2009-03-12,
38-059-0002,MANDAN REFINERY,1400 16TH AVE. NW,Mandan,58554,38,59,2,WGS84,46.84175,-100.870059,12,0.03,20000,520,3,NAVD88,0,CENTRAL,1010,172,INDUSTRIAL,SUBURBAN,2020,1043,1995-12-19,2005-06-30
38-059-0003,MANDAN REF. NW,2130 SIOUX STREET NORTH,,58554,38,59,3,WGS84,46.8730750009411,-100.905039,14,0.03,20000,554,3,NAVD88,0.03,CENTRAL,,172,INDUSTRIAL,SUBURBAN,2020,2010,1998-09-25,
38-061-0115,,Highway 23 south,,58763,38,61,115,WGS84,47.9797629182423,-102.477267656228,103,5,,605,7,MEAN SEA-LEVEL,605,CENTRAL,,172,COMMERCIAL,URBAN AND CENTER CITY,94020,2004,2009-04-10,
38-065-0002,HANNOVER,1575 HIGHWAY 31,,58530,38,65,2,WGS84,47.1858330009404,-101.428056,14,0.01,0,697,3,NAVD88,0.01,MOUNTAIN,,172,AGRICULTURAL,RURAL,96120,1041,1984-10-04,
38-089-0002,,DICKINSON RESIDENTIAL,Dickinson,58601,38,89,2,WGS84,46.88,-102.788333,14,0.01,0,765,3,MEAN SEA-LEVEL,0.01,MOUNTAIN,,172,RESIDENTIAL,SUBURBAN,96370,1037,1989-07-01,2001-06-30
38-091-0001,LOCATED ON THE WEST SIDE OF TOWN IN A GRASS/PARK AREA,SHARON,Sharon,58277,38,91,1,WGS84,47.5997030275053,-97.8990087557848,27,30.36,24000,460,,UNKNOWN,0,CENTRAL,,172,AGRICULTURAL,RURAL,96870,2135,1994-07-01,2001-12-31
38-093-0101,Spiritwood Energy Station,"93rd Ave SE, Spiritwood ND",,58481,38,93,101,WGS84,46.921525,-98.498569,27,3,10,1487,8,MEAN SEA-LEVEL,3,CENTRAL,,172,INDUSTRIAL,RURAL,967000,2141,2015-01-01,
38-101-0003,Ryder,184th Street SW Ryder,,58756,38,101,3,WGS84,47.9408610009381,-101.571583,103,5,,639,7,MEAN SEA-LEVEL,5,CENTRAL,,172,AGRICULTURAL,RURAL,940300,2347,2017-01-01,
38-101-0114,,Highway 23 west Makoti,,58756,38,101,114,WGS84,47.971100000938,-101.8494,103,5,,639,7,MEAN SEA-LEVEL,5,CENTRAL,,172,AGRICULTURAL,RURAL,94030,2347,2009-04-01,
38-105-0003,Williston,10th Street West,Williston,58801,38,105,3,WGS84,48.15278,-103.63951,27,0.03,1,580,3,NAVD88,0.03,CENTRAL,,172,RESIDENTIAL,SUBURBAN,954100,1013,2013-01-01,
38-105-0103,,AMERADA HESS #1,,,38,105,103,WGS84,48.408856089,-102.908110111,12,0.03,0,713,,UNKNOWN,0,CENTRAL,,172,INDUSTRIAL,RURAL,,,1987-07-01,
38-105-0105,,AMERADA HESS #3,,,38,105,105,WGS84,48.392665784,-102.910693144,12,0.03,0,675,,UNKNOWN,0,CENTRAL,,172,INDUSTRIAL,RURAL,,,1987-11-05,
38-105-0106,,Tioga ND,,58852,38,105,106,WGS84,48.465253,-102.894086,27,10,1,762,8,MEAN SEA-LEVEL,10,CENTRAL,,172,AGRICULTURAL,RURAL,953400,2028,2017-01-01,
46-011-0002,,BROOKINGS CITY HALL BUILDING,Brookings,,46,11,2,WGS84,44.310283,-96.80071,19,10,24000,501,13,UNKNOWN,15,CENTRAL,,206,COMMERCIAL,URBAN AND CENTER CITY,,,1989-01-01,2014-12-31
46-011-0003,Research Farm,"3714 Western Ave, Brookings, SD  57006",,57006,46,11,3,WGS84,44.3486039691769,-96.8072988595708,104,10,24000,504,14,MEAN SEA-LEVEL,15,CENTRAL,,206,AGRICULTURAL,RURAL,958800,1014,2008-05-09,
46-013-0003,ON TOP OF THE FIRE STATION #1 ROOF,111 2ND AVE SE FIRE STATION #1 ABERDEEN,Aberdeen,,46,13,3,WGS84,45.4625,-98.486111,19,10,24000,406,13,UNKNOWN,15,CENTRAL,0,206,COMMERCIAL,URBAN AND CENTER CITY,,,1999-12-20,
46-029-0002,Watertown Utility Yard,801 4TH AVE SW - WATERTOWN,Watertown,57201,46,29,2,WGS84,44.89965,-97.128802,19,10,24000,524,13,UNKNOWN,15,CENTRAL,,206,COMMERCIAL,URBAN AND CENTER CITY,954500,4016,2003-01-01,
46-033-0003,,"CANAL AND BLUE BELL, SPORTS COMPLEX",,,46,33,3,WGS84,43.768683,-103.584732,19,10,24000,1614,13,UNKNOWN,15,CENTRAL,0,205,RESIDENTIAL,SUBURBAN,,,2002-03-21,
46-033-0132,"Wind Cave National Park, Visitor Center","WIND CAVE NATIONAL PARK, SOUTH DAKOTA",,57730,46,33,132,WGS84,43.55764,-103.48386,103,5,,1288,1,MEAN SEA-LEVEL,10,CENTRAL,,205,FOREST,RURAL,995100,1269,1999-12-01,
46-065-0003,Pierre Airport,4293 Airport Rd,Pierre,57501,46,65,3,WGS84,44.373786,-100.287269,104,10,24000,524,14,MEAN SEA-LEVEL,15,CENTRAL,,206,COMMERCIAL,SUBURBAN,977800,1002,2015-01-01,
46-071-0001,SOUTH OF BADLANDS NP HEADQUARTERS,BADLANDS PO BOX 6 HEADQUARTERS,,57750,46,71,1,WGS84,43.74561,-101.941218,19,10,24000,742,13,UNKNOWN,15,CENTRAL,,206,AGRICULTURAL,RURAL,991100,1182,1988-01-01,
46-071-1001,,BADLANDS NP,,,46,71,1001,WGS84,43.746937164,-101.941541191,27,0,0,730,,UNKNOWN,0,MOUNTAIN,,206,AGRICULTURAL,RURAL,,,1987-10-01,2007-12-31
46-093-0001,BLACK HAWK ELEMENTARY SCHOOL GROUNDS,7108 SEEAIRE ST - BLACK HAWK ELEMENTARY,,,46,93,1,WGS84,44.155636,-103.315765,19,10,24000,1080,13,UNKNOWN,15,MOUNTAIN,,205,RESIDENTIAL,SUBURBAN,,,2000-11-29,
46-099-0006,,500 S. PHILLIPS KELO SITE,Sioux Falls,,46,99,6,WGS84,43.544289,-96.726435,19,10,24000,442,13,UNKNOWN,15,CENTRAL,7760,87,COMMERCIAL,URBAN AND CENTER CITY,,,1991-07-23,2014-12-31
46-099-0007,NEAR HILLTOP WATERTOWER,"BAHNSON AVE, HILLTOP SITE",Sioux Falls,,46,99,7,WGS84,43.537626,-96.682001,19,10,24000,480,13,UNKNOWN,15,CENTRAL,7760,87,RESIDENTIAL,URBAN AND CENTER CITY,,,1999-01-01,
46-099-0008,SD School for the Deaf,2001 E 8th St,Sioux Falls,57103,46,99,8,WGS84,43.54792,-96.700769,104,10,24000,451,13,MEAN SEA-LEVEL,15,CENTRAL,7760,87,COMMERCIAL,URBAN AND CENTER CITY,50,1016,2008-01-01,
46-103-0013,,NATIONAL GUARD CAMP ARMORY SITE,Rapid City,,46,103,13,WGS84,44.083489,-103.269603,19,10,24000,1031,13,UNKNOWN,15,CENTRAL,6660,205,INDUSTRIAL,SUBURBAN,,,1992-01-01,
46-103-0016,NEAR ROBINSDALE SCHOOL,424 EAST INDIANA STREET ROBINSDALE SITE,Rapid City,,46,103,16,WGS84,44.064932,-103.209138,19,10,24000,1546,13,UNKNOWN,15,CENTRAL,6660,205,RESIDENTIAL,URBAN AND CENTER CITY,,,1999-01-01,
46-103-0017,MEADOWBROOK SCHOOL,3125 WEST FLORMANN STREET - MEADOWBROOK SITE,Rapid City,,46,103,17,WGS84,44.065552,-103.270045,19,10,24000,1021,13,UNKNOWN,15,CENTRAL,6660,205,RESIDENTIAL,URBAN AND CENTER CITY,,,1999-01-01,2002-12-31
46-103-0019,FIRE STATION #3 ROOF OF BUILDING,FIRE STATION #3 102 FEDERAL AVE.,Rapid City,,46,103,19,WGS84,44.087405,-103.274271,19,10,24000,1052,13,UNKNOWN,15,CENTRAL,6660,205,COMMERCIAL,URBAN AND CENTER CITY,,,2000-01-01,2003-04-24
46-103-0020,CREDIT UNION,"CREDIT UNION SITE, 106 KINNEY AVE.",Rapid City,57702,46,103,20,WGS84,44.087397,-103.273777,19,10,24000,1042,13,UNKNOWN,15,CENTRAL,6660,205,COMMERCIAL,URBAN AND CENTER CITY,11400,3053,2003-10-07,
46-103-1001,Rapid City Library,CITY LIBRARY 6TH AND QUINCY,Rapid City,57701,46,103,1001,WGS84,44.078352,-103.22824,19,10,24000,988,13,UNKNOWN,15,MOUNTAIN,6660,205,COMMERCIAL,URBAN AND CENTER CITY,10200,2029,1972-01-01,
46-109-4003,,482ND AVE,,,46,109,4003,WGS84,45.354381,-96.555279,19,15,24000,342,13,UNKNOWN,15,CENTRAL,0,206,AGRICULTURAL,RURAL,,,2001-10-19,2002-12-31
46-127-0001,Union County #1 Jensen,31986 475th Ave,,57025,46,127,1,WGS84,42.751518,-96.707208,104,10,24000,344,13,MEAN SEA-LEVEL,15,CENTRAL,,86,AGRICULTURAL,RURAL,2020,1083,2009-01-01,
46-127-0002,Union County #2 Renken,31307 473rd Ave,,57025,46,127,2,WGS84,42.850975,-96.747325,104,10,24000,378,13,MEAN SEA-LEVEL,15,CENTRAL,,86,AGRICULTURAL,RURAL,2010,4301,2009-01-01,
46-127-0003,Union County #3 Wagner,31102 471st Ave,,57025,46,127,3,WGS84,42.880212,-96.785339,104,10,,384,13,MEAN SEA-LEVEL,15,CENTRAL,,86,AGRICULTURAL,RURAL,2010,4226,2009-01-01,2012-10-04
55-003-0008,LOCATED ON 10 METER TOWER AT END OF ELLIS AV AT MUNICAPAL MARINA BLD,"ASHLAND MARINA, NORTH END OF ELLIS AVE",Ashland,,55,3,8,WGS84,46.594386664,-90.888243159,18,30.36,24000,198,,UNKNOWN,0,CENTRAL,0,129,INDUSTRIAL,URBAN AND CENTER CITY,,,1995-06-21,2001-01-15
55-003-0009,ON TOP OF PLATFORM AT KAKAGON FISH HATCHERY,"KAKAGON FISH HATCHERY, BAD RIVER",,,55,3,9,WGS84,46.619386051,-90.703795174,18,30.36,24000,185,,UNKNOWN,0,CENTRAL,,129,FOREST,RURAL,,,2001-05-30,2004-07-31
55-003-0010,BAD RIVER TRIBAL SCHOOL - ODANAH,BAD RIVER TRIBAL SCHOOL - ODANAH,,54806,55,3,10,WGS84,46.6022480009417,-90.656141,103,5,,192,1,MEAN SEA-LEVEL,5,CENTRAL,,129,RESIDENTIAL,SUBURBAN,950100,1111,2002-07-25,
55-005-1001,,19 CountyHwy SS,,54757,55,5,1001,WGS84,45.210187,-91.561266,103,5,,342,1,MEAN SEA-LEVEL,5,CENTRAL,,128,INDUSTRIAL,RURAL,1000,6069,2011-12-01,
55-005-1002,,148 26th St.,,54757,55,5,1002,WGS84,45.236234,-91.624372,103,3,,338,1,MEAN SEA-LEVEL,0.15,CENTRAL,,128,AGRICULTURAL,RURAL,1000,6046,2012-12-17,
55-005-1003,,1058 US Hwy 8,,54812,55,5,1003,WGS84,45.407989,-91.930721,103,5,,350,1,MEAN SEA-LEVEL,,CENTRAL,,128,AGRICULTURAL,RURAL,300,4021,2013-02-01,
55-005-1004,,US Hwy 53 and County Hwy SS,,54757,55,5,1004,WGS84,45.25353,-91.601794,104,10,,340,14,MEAN SEA-LEVEL,5,CENTRAL,,128,INDUSTRIAL,RURAL,1000,6041,2013-08-20,
55-005-1005,Superior Silica Sands - Thompson Hills,126 21 1/4 ST.,,54728,55,5,1005,WGS84,45.32318,-92.02875,103,3.6,,315,1,MEAN SEA-LEVEL,3.6,CENTRAL,,128,INDUSTRIAL,RURAL,1000,3050,2014-10-16,
55-005-1006,Superior Silica Sands - Arland Plant,617 8th Avenue,,54004,55,5,1006,WGS84,45.3247,-92.02913,103,3.6,,400,1,MEAN SEA-LEVEL,3.6,CENTRAL,,128,AGRICULTURAL,RURAL,900,2074,2015-03-01,
55-009-0005,GREEN BAY EAST HIGH,"EAST HIGH, 1415 E. WALNUT",Green Bay,54301,55,9,5,WGS84,44.50729,-87.99344,104,12,10000,184,,UNKNOWN,0,CENTRAL,3080,237,RESIDENTIAL,URBAN AND CENTER CITY,1200,1000,1971-01-01,
55-009-0009,,"PRANGEWAY, 1300 N QUINCY STREET",Green Bay,,55,9,9,WGS84,44.523603547,-88.001214936,27,0,0,189,,UNKNOWN,0,CENTRAL,3080,237,RESIDENTIAL,URBAN AND CENTER CITY,,,1975-01-01,
55-009-0020,ON PLATFORM NEAR INTERSECTION OF CNTY HWY X & MORRISON RD,"SCRAY HILL SOUTH, 5108 VIDEO LA, CELLCOM",De Pere,,55,9,20,WGS84,44.405270648,-87.99037911,18,151.82,24000,276,,UNKNOWN,3.04,CENTRAL,0,237,AGRICULTURAL,RURAL,,,1993-02-06,2003-09-30
55-009-0026,GREEN BAY - UW,"UW-GREEN BAY, HWYS 54 & 57",Green Bay,54311,55,9,26,WGS84,44.53098,-87.90799,18,151.82,24000,212,,UNKNOWN,0,CENTRAL,3080,237,RESIDENTIAL,RURAL,1802,1005,1994-04-07,
55-009-0028,SCRAY HILL & MORRISON RD,"SCRAY HILL & MORRISON RDS, NE CNR OF INT",De Pere,,55,9,28,WGS84,44.415556,-87.988333,18,30.36,24000,270,,UNKNOWN,0,CENTRAL,3080,237,INDUSTRIAL,RURAL,,,2001-02-12,2003-03-31
55-009-0029,PROCTOR & GAMBLE SOUTH SITE,"501 EASTMAN AVENUE, P&G PAPER SOUTH SITE",Green Bay,54302,55,9,29,WGS84,44.523481,-88.005559,18,1,24000,585,14,MEAN SEA-LEVEL,1,CENTRAL,3080,237,COMMERCIAL,URBAN AND CENTER CITY,,,2001-11-15,
55-009-0030,PROCTOR & GAMBLE NORTH SITE,"501 EASTMAN AVE, P&G PAPER NORTH SITE",Green Bay,54302,55,9,30,WGS84,44.527021,-88.003732,18,27,2400,585,14,MEAN SEA-LEVEL,1,CENTRAL,3080,237,COMMERCIAL,URBAN AND CENTER CITY,,,2001-11-15,
55-009-0031,,GREEN BAY YACHT CLUB  100 BAY BEACH RD GREEN BAY,Green Bay,,55,9,31,WGS84,44.536392502,-88.005173966,15,1,0,192,4,NAVD88,1,CENTRAL,3080,237,COMMERCIAL,URBAN AND CENTER CITY,,,2004-05-26,
55-017-0100,,"1425 CTH S, Chippewa",,54729,55,17,100,WGS84,44.956,-91.378,107,0.1,1000,920.69,7,MEAN SEA-LEVEL,0.02,CENTRAL,,128,AGRICULTURAL,RURAL,10500,2002,2010-11-04,2016-04-30
55-017-1001,,105 CTH Q,New Auburn,54757,55,17,1001,WGS84,45.19557,-91.560159,103,1,,340.42,1,MEAN SEA-LEVEL,1,CENTRAL,,128,INDUSTRIAL,RURAL,11100,4042,2012-04-03,2016-06-29
55-021-0015,COLUMBUS,"N 1045 WENDT RD, COLUMBUS",,53925,55,21,15,WGS84,43.3156,-89.1089,27,0,0,306,,UNKNOWN,0,CENTRAL,,240,AGRICULTURAL,RURAL,971100,1154,1988-08-10,
